gene_name	mod_code	chrom	start0	end0	strand	n_tx_tested	test_name	stat_name	stat_value	p_value	effect_max_abs_frac_diff	per_transcript_json	p_adj_bh
MXD1	19229	chr2	69940448	69940449	+	3	chi2_3x2_pc0.5	chi2	6.033205584497038	0.04896728816640962	0.008685	"[{""ZN"":1,""Ncov"":2158,""Nmod"":7,""frac"":0.003243744207599629},{""ZN"":2,""Ncov"":806,""Nmod"":7,""frac"":0.008684863523573201},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.1268376775106516
ALCAM	17802	chr3	105575744	105575745	+	3	chi2_3x2_pc0.5	chi2	6.032973695213671	0.04897296599024054	0.006102	"[{""ZN"":1,""Ncov"":5572,""Nmod"":34,""frac"":0.006101938262742283},{""ZN"":2,""Ncov"":902,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":392,""Nmod"":0,""frac"":0.0}]"	0.12683958665268918
RIOK3	a	chr18	23473520	23473521	+	3	chi2_3x2_pc0.5	chi2	6.032540666605689	0.048983570485857365	0.016158	"[{""ZN"":1,""Ncov"":4767,""Nmod"":55,""frac"":0.011537654709460877},{""ZN"":2,""Ncov"":2228,""Nmod"":36,""frac"":0.01615798922800718},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.12685425416250684
ALCAM	a	chr3	105571865	105571866	+	3	chi2_3x2_pc0.5	chi2	6.031805982687711	0.04900156751192694	0.006314	"[{""ZN"":1,""Ncov"":5385,""Nmod"":34,""frac"":0.006313834726090994},{""ZN"":2,""Ncov"":895,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":354,""Nmod"":0,""frac"":0.0}]"	0.12688806144504625
ALCAM	19227	chr3	105574575	105574576	+	3	chi2_3x2_pc0.5	chi2	6.030150529377833	0.04904214420637943	0.006128	"[{""ZN"":1,""Ncov"":5548,""Nmod"":34,""frac"":0.0061283345349675555},{""ZN"":2,""Ncov"":896,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":392,""Nmod"":0,""frac"":0.0}]"	0.12698032537228165
MXD1	a	chr2	69938383	69938384	+	3	chi2_3x2_pc0.5	chi2	6.029764296683103	0.04905161596068139	0.008761	"[{""ZN"":1,""Ncov"":2136,""Nmod"":7,""frac"":0.0032771535580524347},{""ZN"":2,""Ncov"":799,""Nmod"":7,""frac"":0.008760951188986232},{""ZN"":3,""Ncov"":493,""Nmod"":0,""frac"":0.0}]"	0.12699204164407146
RIOK3	a	chr18	23482034	23482035	+	4	chi2_4x2_pc0.5	chi2	7.85566893169767	0.04909069910539893	0.006753	"[{""ZN"":1,""Ncov"":5896,""Nmod"":17,""frac"":0.0028833107191316145},{""ZN"":3,""Ncov"":1777,""Nmod"":12,""frac"":0.006752954417557681},{""ZN"":5,""Ncov"":536,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.12708041014760524
ALCAM	19227	chr3	105547451	105547452	+	3	chi2_3x2_pc0.5	chi2	6.027384444583604	0.04911001849675369	0.031414	"[{""ZN"":1,""Ncov"":4416,""Nmod"":172,""frac"":0.03894927536231884},{""ZN"":2,""Ncov"":827,""Nmod"":25,""frac"":0.030229746070133012},{""ZN"":4,""Ncov"":292,""Nmod"":18,""frac"":0.06164383561643835}]"	0.12711760383632392
ALCAM	a	chr3	105575039	105575040	+	3	chi2_3x2_pc0.5	chi2	6.025166919221122	0.049164500050513336	0.005643	"[{""ZN"":1,""Ncov"":5507,""Nmod"":10,""frac"":0.0018158707100054477},{""ZN"":2,""Ncov"":886,""Nmod"":5,""frac"":0.0056433408577878106},{""ZN"":4,""Ncov"":386,""Nmod"":0,""frac"":0.0}]"	0.1272457954730092
MXD1	17596	chr2	69939284	69939285	+	3	chi2_3x2_pc0.5	chi2	6.02250726899167	0.049229923728817265	0.024463	"[{""ZN"":1,""Ncov"":1842,""Nmod"":89,""frac"":0.048317046688382194},{""ZN"":2,""Ncov"":687,""Nmod"":50,""frac"":0.07278020378457059},{""ZN"":3,""Ncov"":429,""Nmod"":22,""frac"":0.05128205128205128}]"	0.12740227842401178
MXD1	19228	chr2	69939857	69939858	+	3	chi2_3x2_pc0.5	chi2	6.0214076575519995	0.049256998064600745	0.017595	"[{""ZN"":1,""Ncov"":1960,""Nmod"":31,""frac"":0.015816326530612244},{""ZN"":2,""Ncov"":756,""Nmod"":6,""frac"":0.007936507936507936},{""ZN"":3,""Ncov"":470,""Nmod"":12,""frac"":0.02553191489361702}]"	0.12744664929595145
ALCAM	a	chr3	105576136	105576137	+	2	fisher_exact_2x2	fisher_odds	2.4188059701492537	0.04925338026863131	0.007943	"[{""ZN"":1,""Ncov"":5434,""Nmod"":74,""frac"":0.013617960986382039},{""ZN"":2,""Ncov"":881,""Nmod"":5,""frac"":0.0056753688989784334}]"	0.12744664929595145
RIOK3	17802	chr18	23482614	23482615	+	4	chi2_4x2_pc0.5	chi2	7.846802548100295	0.0492862463368953	0.004108	"[{""ZN"":1,""Ncov"":5842,""Nmod"":24,""frac"":0.004108182129407737},{""ZN"":3,""Ncov"":1746,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":534,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.1275094745501135
MXD1	19229	chr2	69938156	69938157	+	3	chi2_3x2_pc0.5	chi2	6.0191245800649655	0.04931325894215703	0.008685	"[{""ZN"":1,""Ncov"":2154,""Nmod"":7,""frac"":0.0032497678737233053},{""ZN"":2,""Ncov"":806,""Nmod"":7,""frac"":0.008684863523573201},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.1275665037850721
ALCAM	m	chr3	105534735	105534736	+	3	chi2_3x2_pc0.5	chi2	6.0174872192611915	0.04935364727111705	0.030793	"[{""ZN"":1,""Ncov"":3599,""Nmod"":372,""frac"":0.10336204501250347},{""ZN"":2,""Ncov"":689,""Nmod"":50,""frac"":0.07256894049346879},{""ZN"":4,""Ncov"":246,""Nmod"":25,""frac"":0.1016260162601626}]"	0.127658119168173
MXD1	17802	chr2	69939164	69939165	+	3	chi2_3x2_pc0.5	chi2	6.016874078160216	0.049368779965430216	0.014008	"[{""ZN"":1,""Ncov"":2109,""Nmod"":39,""frac"":0.01849217638691323},{""ZN"":2,""Ncov"":800,""Nmod"":26,""frac"":0.0325},{""ZN"":3,""Ncov"":492,""Nmod"":14,""frac"":0.028455284552845527}]"	0.12768439646106433
MXD1	19229	chr2	69938904	69938905	+	3	chi2_3x2_pc0.5	chi2	6.016555016449512	0.04937665643737922	0.008674	"[{""ZN"":1,""Ncov"":2157,""Nmod"":7,""frac"":0.003245248029670839},{""ZN"":2,""Ncov"":807,""Nmod"":7,""frac"":0.008674101610904586},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.1276919033001309
RIOK3	17802	chr18	23481897	23481898	+	4	chi2_4x2_pc0.5	chi2	7.841150299024903	0.04941130153944946	0.004129	"[{""ZN"":1,""Ncov"":5812,""Nmod"":24,""frac"":0.0041293874741913286},{""ZN"":3,""Ncov"":1740,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":532,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":312,""Nmod"":0,""frac"":0.0}]"	0.12776862742956754
MXD1	19228	chr2	69939322	69939323	+	3	chi2_3x2_pc0.5	chi2	6.014817852709111	0.049419562737091374	0.006308	"[{""ZN"":1,""Ncov"":2061,""Nmod"":13,""frac"":0.006307617661329452},{""ZN"":2,""Ncov"":774,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":492,""Nmod"":0,""frac"":0.0}]"	0.12777110887633025
MXD1	19228	chr2	69940393	69940394	+	3	chi2_3x2_pc0.5	chi2	6.014710506952373	0.049422215298455884	0.006277	"[{""ZN"":1,""Ncov"":2071,""Nmod"":13,""frac"":0.006277160791887977},{""ZN"":2,""Ncov"":784,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.12777110887633025
MXD1	19229	chr2	69938162	69938163	+	3	chi2_3x2_pc0.5	chi2	6.014363477082635	0.04943079153495553	0.018024	"[{""ZN"":1,""Ncov"":2151,""Nmod"":79,""frac"":0.03672710367271037},{""ZN"":2,""Ncov"":802,""Nmod"":15,""frac"":0.018703241895261846},{""ZN"":3,""Ncov"":491,""Nmod"":14,""frac"":0.028513238289205704}]"	0.12778041287739184
MXD1	19229	chr2	69937305	69937306	+	3	chi2_3x2_pc0.5	chi2	6.012597067049569	0.04947446834295918	0.01322	"[{""ZN"":1,""Ncov"":2118,""Nmod"":28,""frac"":0.013220018885741265},{""ZN"":2,""Ncov"":789,""Nmod"":7,""frac"":0.008871989860583017},{""ZN"":3,""Ncov"":495,""Nmod"":0,""frac"":0.0}]"	0.1278675678345362
ALCAM	17802	chr3	105575423	105575424	+	3	chi2_3x2_pc0.5	chi2	6.012732285313538	0.04947112353017035	0.006104	"[{""ZN"":1,""Ncov"":5570,""Nmod"":34,""frac"":0.006104129263913824},{""ZN"":2,""Ncov"":902,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":388,""Nmod"":0,""frac"":0.0}]"	0.1278675678345362
ALCAM	a	chr3	105552504	105552505	+	3	chi2_3x2_pc0.5	chi2	6.011772398997982	0.0494948725560516	0.02138	"[{""ZN"":1,""Ncov"":5054,""Nmod"":102,""frac"":0.020182034032449545},{""ZN"":2,""Ncov"":856,""Nmod"":12,""frac"":0.014018691588785047},{""ZN"":4,""Ncov"":339,""Nmod"":12,""frac"":0.035398230088495575}]"	0.1278925108239278
MXD1	19227	chr2	69939577	69939578	+	3	chi2_3x2_pc0.5	chi2	6.0116077689430565	0.04949894689553269	0.006259	"[{""ZN"":1,""Ncov"":2077,""Nmod"":13,""frac"":0.006259027443428021},{""ZN"":2,""Ncov"":793,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":482,""Nmod"":0,""frac"":0.0}]"	0.1278925108239278
ALCAM	17596	chr3	105575124	105575125	+	3	chi2_3x2_pc0.5	chi2	6.011603011324572	0.0494990646442251	0.006189	"[{""ZN"":1,""Ncov"":5494,""Nmod"":34,""frac"":0.006188569348380051},{""ZN"":2,""Ncov"":892,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":380,""Nmod"":0,""frac"":0.0}]"	0.1278925108239278
ALCAM	17802	chr3	105520132	105520133	+	4	chi2_4x2_pc0.5	chi2	7.836476812948056	0.04951493488594429	0.007328	"[{""ZN"":1,""Ncov"":3548,""Nmod"":26,""frac"":0.007328072153325817},{""ZN"":2,""Ncov"":718,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":486,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":263,""Nmod"":0,""frac"":0.0}]"	0.12790776900703982
RIOK3	19229	chr18	23473482	23473483	+	6	chi2_6x2_pc0.5	chi2	11.095946697404784	0.04951048167523542	0.006364	"[{""ZN"":1,""Ncov"":4790,""Nmod"":7,""frac"":0.0014613778705636743},{""ZN"":2,""Ncov"":2248,""Nmod"":8,""frac"":0.0035587188612099642},{""ZN"":3,""Ncov"":1787,""Nmod"":7,""frac"":0.00391717963066592},{""ZN"":4,""Ncov"":1100,""Nmod"":7,""frac"":0.006363636363636364},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.12790776900703982
MXD1	19228	chr2	69939210	69939211	+	3	chi2_3x2_pc0.5	chi2	6.009633772530334	0.04954782638535169	0.018919	"[{""ZN"":1,""Ncov"":1963,""Nmod"":72,""frac"":0.036678553234844626},{""ZN"":2,""Ncov"":732,""Nmod"":13,""frac"":0.017759562841530054},{""ZN"":3,""Ncov"":449,""Nmod"":13,""frac"":0.028953229398663696}]"	0.12797985702432324
MXD1	a	chr2	69939157	69939158	+	3	chi2_3x2_pc0.5	chi2	6.0091724201625025	0.04955925720722208	0.014518	"[{""ZN"":1,""Ncov"":2059,""Nmod"":39,""frac"":0.01894123360854784},{""ZN"":2,""Ncov"":781,""Nmod"":5,""frac"":0.006402048655569782},{""ZN"":3,""Ncov"":478,""Nmod"":10,""frac"":0.02092050209205021}]"	0.1279965041271434
ALCAM	a	chr3	105366755	105366756	+	2	fisher_exact_2x2	fisher_odds	1.873469387755102	0.049580884482167416	0.134422	"[{""ZN"":1,""Ncov"":398,""Nmod"":153,""frac"":0.3844221105527638},{""ZN"":2,""Ncov"":64,""Nmod"":16,""frac"":0.25}]"	0.12803947957209555
ALCAM	19227	chr3	105367056	105367057	+	4	chi2_4x2_pc0.5	chi2	7.830460103763173	0.04964866530095968	0.021774	"[{""ZN"":1,""Ncov"":2990,""Nmod"":38,""frac"":0.012709030100334449},{""ZN"":2,""Ncov"":608,""Nmod"":12,""frac"":0.019736842105263157},{""ZN"":3,""Ncov"":412,""Nmod"":6,""frac"":0.014563106796116505},{""ZN"":4,""Ncov"":174,""Nmod"":6,""frac"":0.034482758620689655}]"	0.12820162297387216
MXD1	19229	chr2	69939219	69939220	+	3	chi2_3x2_pc0.5	chi2	6.004559683827305	0.04967369101297214	0.008674	"[{""ZN"":1,""Ncov"":2157,""Nmod"":7,""frac"":0.003245248029670839},{""ZN"":2,""Ncov"":807,""Nmod"":7,""frac"":0.008674101610904586},{""ZN"":3,""Ncov"":494,""Nmod"":0,""frac"":0.0}]"	0.128253343627177
MXD1	17802	chr2	69940319	69940320	+	3	chi2_3x2_pc0.5	chi2	6.003400161369954	0.04970249824295726	0.00642	"[{""ZN"":1,""Ncov"":2025,""Nmod"":13,""frac"":0.006419753086419753},{""ZN"":2,""Ncov"":756,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":486,""Nmod"":0,""frac"":0.0}]"	0.1283148164615043
MXD1	19229	chr2	69915402	69915403	+	3	chi2_3x2_pc0.5	chi2	6.003088639427962	0.04971024055530393	0.015122	"[{""ZN"":1,""Ncov"":1968,""Nmod"":28,""frac"":0.014227642276422764},{""ZN"":2,""Ncov"":640,""Nmod"":14,""frac"":0.021875},{""ZN"":3,""Ncov"":477,""Nmod"":14,""frac"":0.029350104821802937}]"	0.12832190000359603
RIOK3	19229	chr18	23482885	23482886	+	4	chi2_4x2_pc0.5	chi2	7.827206890996526	0.04972111915687882	0.013084	"[{""ZN"":1,""Ncov"":5888,""Nmod"":35,""frac"":0.00594429347826087},{""ZN"":3,""Ncov"":1791,""Nmod"":7,""frac"":0.003908431044109436},{""ZN"":5,""Ncov"":535,""Nmod"":7,""frac"":0.013084112149532711},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.12833707731705138
RIOK3	69426	chr18	23482859	23482860	+	4	chi2_4x2_pc0.5	chi2	7.8242573529691875	0.0497868986381514	0.022222	"[{""ZN"":1,""Ncov"":5876,""Nmod"":72,""frac"":0.012253233492171545},{""ZN"":3,""Ncov"":1772,""Nmod"":22,""frac"":0.012415349887133182},{""ZN"":5,""Ncov"":540,""Nmod"":12,""frac"":0.022222222222222223},{""ZN"":6,""Ncov"":313,""Nmod"":0,""frac"":0.0}]"	0.12849224443111681
ALCAM	a	chr3	105576532	105576533	+	2	fisher_exact_2x2	fisher_odds	0.3288439955106622	0.04979124523218877	0.003789	"[{""ZN"":1,""Ncov"":5356,""Nmod"":10,""frac"":0.0018670649738610904},{""ZN"":2,""Ncov"":884,""Nmod"":5,""frac"":0.005656108597285068}]"	0.12849224443111681
RIOK3	17802	chr18	23481810	23481811	+	4	chi2_4x2_pc0.5	chi2	7.823113465194821	0.049812431969279515	0.022388	"[{""ZN"":1,""Ncov"":5893,""Nmod"":82,""frac"":0.013914814186322755},{""ZN"":3,""Ncov"":1759,""Nmod"":31,""frac"":0.01762364980102331},{""ZN"":5,""Ncov"":536,""Nmod"":12,""frac"":0.022388059701492536},{""ZN"":6,""Ncov"":318,""Nmod"":0,""frac"":0.0}]"	0.12853399874513455
MXD1	19227	chr2	69940164	69940165	+	3	chi2_3x2_pc0.5	chi2	5.99802189633212	0.04983633471861083	0.006464	"[{""ZN"":1,""Ncov"":2011,""Nmod"":13,""frac"":0.006464445549477871},{""ZN"":2,""Ncov"":770,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":462,""Nmod"":0,""frac"":0.0}]"	0.12858275225087207
RIOK3	17802	chr18	23483131	23483132	+	4	chi2_4x2_pc0.5	chi2	7.820245287621858	0.049876510129955594	0.017166	"[{""ZN"":1,""Ncov"":4720,""Nmod"":160,""frac"":0.03389830508474576},{""ZN"":3,""Ncov"":1432,""Nmod"":68,""frac"":0.04748603351955307},{""ZN"":5,""Ncov"":431,""Nmod"":19,""frac"":0.04408352668213457},{""ZN"":6,""Ncov"":235,""Nmod"":12,""frac"":0.05106382978723404}]"	0.1286574553252968
ALCAM	69426	chr3	105366968	105366969	+	4	chi2_4x2_pc0.5	chi2	7.820074732870566	0.04988032303103299	0.013158	"[{""ZN"":1,""Ncov"":2951,""Nmod"":17,""frac"":0.0057607590647238225},{""ZN"":2,""Ncov"":612,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":380,""Nmod"":5,""frac"":0.013157894736842105},{""ZN"":4,""Ncov"":176,""Nmod"":0,""frac"":0.0}]"	0.1286574553252968
RIOK3	m	chr18	23481944	23481945	+	4	chi2_4x2_pc0.5	chi2	7.820221360878759	0.04987704501618596	0.003935	"[{""ZN"":1,""Ncov"":5910,""Nmod"":6,""frac"":0.0010152284263959391},{""ZN"":3,""Ncov"":1779,""Nmod"":7,""frac"":0.0039347948285553686},{""ZN"":5,""Ncov"":542,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.1286574553252968
RIOK3	17802	chr18	23481497	23481498	+	4	chi2_4x2_pc0.5	chi2	7.818154594349364	0.049923268984916086	0.003984	"[{""ZN"":1,""Ncov"":5828,""Nmod"":6,""frac"":0.001029512697323267},{""ZN"":3,""Ncov"":1757,""Nmod"":7,""frac"":0.00398406374501992},{""ZN"":5,""Ncov"":540,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.12875529047425815
MXD1	19229	chr2	69940460	69940461	+	3	chi2_3x2_pc0.5	chi2	5.993028495494052	0.049960916573455284	0.009056	"[{""ZN"":1,""Ncov"":2080,""Nmod"":7,""frac"":0.0033653846153846156},{""ZN"":2,""Ncov"":773,""Nmod"":7,""frac"":0.009055627425614488},{""ZN"":3,""Ncov"":463,""Nmod"":0,""frac"":0.0}]"	0.12883944251870857
ALCAM	a	chr3	105575590	105575591	+	3	chi2_3x2_pc0.5	chi2	5.990836136997561	0.05001571272113947	0.005599	"[{""ZN"":1,""Ncov"":5536,""Nmod"":10,""frac"":0.0018063583815028901},{""ZN"":2,""Ncov"":893,""Nmod"":5,""frac"":0.005599104143337066},{""ZN"":4,""Ncov"":386,""Nmod"":0,""frac"":0.0}]"	0.12896779600010974
MXD1	19229	chr2	69940593	69940594	+	3	chi2_3x2_pc0.5	chi2	5.990549531569912	0.05002288062208383	0.008685	"[{""ZN"":1,""Ncov"":2151,""Nmod"":7,""frac"":0.0032543003254300326},{""ZN"":2,""Ncov"":806,""Nmod"":7,""frac"":0.008684863523573201},{""ZN"":3,""Ncov"":493,""Nmod"":0,""frac"":0.0}]"	0.12897332442805423
ALCAM	17802	chr3	105547192	105547193	+	3	chi2_3x2_pc0.5	chi2	5.98828801476253	0.050079476406773314	0.037452	"[{""ZN"":1,""Ncov"":4388,""Nmod"":298,""frac"":0.06791248860528715},{""ZN"":2,""Ncov"":808,""Nmod"":40,""frac"":0.04950495049504951},{""ZN"":4,""Ncov"":299,""Nmod"":26,""frac"":0.08695652173913043}]"	0.12910627819990805
ALCAM	a	chr3	105576470	105576471	+	2	fisher_exact_2x2	fisher_odds	0.7112025144871056	0.05013549807141581	0.014768	"[{""ZN"":1,""Ncov"":5337,""Nmod"":205,""frac"":0.03841109237399288},{""ZN"":2,""Ncov"":865,""Nmod"":46,""frac"":0.05317919075144509}]"	0.12921757994456418
MXD1	17596	chr2	69935461	69935462	+	3	chi2_3x2_pc0.5	chi2	5.98596212970429	0.05013774983748067	0.010438	"[{""ZN"":1,""Ncov"":2057,""Nmod"":17,""frac"":0.008264462809917356},{""ZN"":2,""Ncov"":722,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":479,""Nmod"":5,""frac"":0.010438413361169102}]"	0.12921757994456418
RIOK3	17596	chr18	23473582	23473583	+	3	chi2_3x2_pc0.5	chi2	5.98612872450596	0.05013357366716999	0.004344	"[{""ZN"":1,""Ncov"":4906,""Nmod"":7,""frac"":0.0014268242967794538},{""ZN"":2,""Ncov"":2302,""Nmod"":10,""frac"":0.004344048653344918},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	0.12921757994456418
MXD1	19228	chr2	69938958	69938959	+	3	chi2_3x2_pc0.5	chi2	5.985391245295118	0.05015206331006464	0.00632	"[{""ZN"":1,""Ncov"":2057,""Nmod"":13,""frac"":0.006319883325230919},{""ZN"":2,""Ncov"":794,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":464,""Nmod"":0,""frac"":0.0}]"	0.12924149460911255
ALCAM	17596	chr3	105575800	105575801	+	3	chi2_3x2_pc0.5	chi2	5.984589800968929	0.050172164380561164	0.020088	"[{""ZN"":1,""Ncov"":5312,""Nmod"":112,""frac"":0.02108433734939759},{""ZN"":2,""Ncov"":864,""Nmod"":10,""frac"":0.011574074074074073},{""ZN"":4,""Ncov"":379,""Nmod"":12,""frac"":0.0316622691292876}]"	0.12928031757279598
RIOK3	19227	chr18	23482763	23482764	+	4	chi2_4x2_pc0.5	chi2	7.805962978055049	0.050196788035654194	0.025243	"[{""ZN"":1,""Ncov"":5835,""Nmod"":115,""frac"":0.01970865467009426},{""ZN"":3,""Ncov"":1761,""Nmod"":43,""frac"":0.02441794434980125},{""ZN"":5,""Ncov"":515,""Nmod"":13,""frac"":0.02524271844660194},{""ZN"":6,""Ncov"":300,""Nmod"":0,""frac"":0.0}]"	0.12933078507138845
ALCAM	19229	chr3	105574804	105574805	+	3	chi2_3x2_pc0.5	chi2	5.9820829794091095	0.05023509013992148	0.017696	"[{""ZN"":1,""Ncov"":5538,""Nmod"":98,""frac"":0.01769591910436981},{""ZN"":2,""Ncov"":900,""Nmod"":14,""frac"":0.015555555555555555},{""ZN"":4,""Ncov"":383,""Nmod"":0,""frac"":0.0}]"	0.12940789108881892
MXD1	19228	chr2	69939147	69939148	+	3	chi2_3x2_pc0.5	chi2	5.98201504116753	0.05023679661074981	0.006135	"[{""ZN"":1,""Ncov"":2119,""Nmod"":13,""frac"":0.006134969325153374},{""ZN"":2,""Ncov"":800,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":496,""Nmod"":0,""frac"":0.0}]"	0.12940789108881892
RIOK3	m	chr18	23483008	23483009	+	4	chi2_4x2_pc0.5	chi2	7.803552174961904	0.050251046807586276	0.003966	"[{""ZN"":1,""Ncov"":5878,""Nmod"":6,""frac"":0.0010207553589656345},{""ZN"":3,""Ncov"":1765,""Nmod"":7,""frac"":0.00396600566572238},{""ZN"":5,""Ncov"":520,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":312,""Nmod"":0,""frac"":0.0}]"	0.12943161168298936
MXD1	m	chr2	69915225	69915226	+	3	chi2_3x2_pc0.5	chi2	5.9811629709575325	0.050258203809453963	0.017933	"[{""ZN"":1,""Ncov"":1866,""Nmod"":52,""frac"":0.027867095391211148},{""ZN"":2,""Ncov"":604,""Nmod"":6,""frac"":0.009933774834437087},{""ZN"":3,""Ncov"":458,""Nmod"":12,""frac"":0.026200873362445413}]"	0.12943705940974137
ALCAM	m	chr3	105575761	105575762	+	3	chi2_3x2_pc0.5	chi2	5.979917402783431	0.05028951356762785	0.013117	"[{""ZN"":1,""Ncov"":5489,""Nmod"":72,""frac"":0.01311714337766442},{""ZN"":2,""Ncov"":882,""Nmod"":6,""frac"":0.006802721088435374},{""ZN"":4,""Ncov"":376,""Nmod"":0,""frac"":0.0}]"	0.12949171437393603
RIOK3	17596	chr18	23464101	23464102	+	6	chi2_6x2_pc0.5	chi2	11.05556236928584	0.050289406740458856	0.011074	"[{""ZN"":1,""Ncov"":4173,""Nmod"":33,""frac"":0.007907979870596693},{""ZN"":2,""Ncov"":1816,""Nmod"":10,""frac"":0.005506607929515419},{""ZN"":3,""Ncov"":1597,""Nmod"":5,""frac"":0.0031308703819661866},{""ZN"":4,""Ncov"":903,""Nmod"":10,""frac"":0.01107419712070875},{""ZN"":5,""Ncov"":509,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":304,""Nmod"":0,""frac"":0.0}]"	0.12949171437393603
MXD1	19229	chr2	69938863	69938864	+	3	chi2_3x2_pc0.5	chi2	5.978173756723894	0.050333376241178174	0.008761	"[{""ZN"":1,""Ncov"":2130,""Nmod"":7,""frac"":0.0032863849765258214},{""ZN"":2,""Ncov"":799,""Nmod"":7,""frac"":0.008760951188986232},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.12959165929831773
MXD1	19229	chr2	69938125	69938126	+	3	chi2_3x2_pc0.5	chi2	5.977594466659461	0.05034795716510527	0.014288	"[{""ZN"":1,""Ncov"":2144,""Nmod"":35,""frac"":0.01632462686567164},{""ZN"":2,""Ncov"":805,""Nmod"":21,""frac"":0.02608695652173913},{""ZN"":3,""Ncov"":490,""Nmod"":15,""frac"":0.030612244897959183}]"	0.12961620099704999
RIOK3	19227	chr18	23482109	23482110	+	4	chi2_4x2_pc0.5	chi2	7.7984817324996705	0.05036535104010795	0.003913	"[{""ZN"":1,""Ncov"":5938,""Nmod"":6,""frac"":0.0010104412260020209},{""ZN"":3,""Ncov"":1789,""Nmod"":7,""frac"":0.003912800447177194},{""ZN"":5,""Ncov"":542,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":318,""Nmod"":0,""frac"":0.0}]"	0.12964797873274353
MXD1	19228	chr2	69939265	69939266	+	3	chi2_3x2_pc0.5	chi2	5.976043226261	0.05038702320591924	0.006376	"[{""ZN"":1,""Ncov"":2039,""Nmod"":13,""frac"":0.0063756743501716525},{""ZN"":2,""Ncov"":764,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":482,""Nmod"":0,""frac"":0.0}]"	0.1296777603751738
MXD1	17802	chr2	69938175	69938176	+	3	chi2_3x2_pc0.5	chi2	5.976047270371688	0.050386921320672705	0.006129	"[{""ZN"":1,""Ncov"":2121,""Nmod"":13,""frac"":0.006129184347006129},{""ZN"":2,""Ncov"":808,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":488,""Nmod"":0,""frac"":0.0}]"	0.1296777603751738
RIOK3	19229	chr18	23462990	23462991	+	2	fisher_exact_2x2	fisher_odds	0.3037974683544304	0.050412443296752124	0.144411	"[{""ZN"":1,""Ncov"":86,""Nmod"":7,""frac"":0.08139534883720931},{""ZN"":2,""Ncov"":31,""Nmod"":7,""frac"":0.22580645161290322}]"	0.12973017685587615
ALCAM	m	chr3	105576645	105576646	+	2	fisher_exact_2x2	fisher_odds	1.4069128043990573	0.05043760542047654	0.017374	"[{""ZN"":1,""Ncov"":5148,""Nmod"":324,""frac"":0.06293706293706294},{""ZN"":2,""Ncov"":834,""Nmod"":38,""frac"":0.045563549160671464}]"	0.1297689122423806
